Material_Name,Curie_Temperature_K,Neel_Temperature_K,Curie_Weiss_Constant,Crystal_Structure,Lattice_Structure,Lattice_Parameters,Space_Group,Coercivity_Oe,Magnetic_Moment_μB_R,Saturation_Magnetization_emu_g,Remanent_Magnetization_emu_g,Magnetic_Susceptibility,DOI,Experimental
Ho1.8Sm0.2CoMnO6,95.0,,93,,,"{'a': '5.251', 'b': '5.572', 'c': '7.494'}",21,5694,,10.0..,2.4..,,10.1016/j.jmmm.2021.168476,TRUE
Ho1.7Sm0.3CoMnO6,100.0,,98,,,"{'a': '5.261', 'b': '5.572', 'c': '7.505'}",21,6565,,9.1..,2.5..,,10.1016/j.jmmm.2021.168476,TRUE
Ho1.6Sm0.4CoMnO6,108.0,,107,,,"{'a': '5.274', 'b': '5.572', 'c': '7.521'}",21,6632,,8.8..,2.6..,,10.1016/j.jmmm.2021.168476,TRUE
Ho1.5Sm0.5CoMnO6,115.0,,114,,,"{'a': '5.286', 'b': '5.572', 'c': '7.534'}",21,9275,,7.9..,2.7..,,10.1016/j.jmmm.2021.168476,TRUE
La2CoMnO6,225.0,,,,,,21,,,,,,10.1016/j.jmmm.2021.168476,FALSE
La2NiMnO6,185.0,,,,,,,,,,,,10.1016/j.jmmm.2021.168476,FALSE
Ho2CoMnO6,78.0,,,,,,,,,,,,10.1016/j.jmmm.2021.168476,FALSE
BaFe2O4,707.5,,,,,,,50-4000,,,,,10.1016/j.jmmm.2019.165278,TRUE
La0.7Sr0.3MnO3,370.0,,,-,,,,,,,,,10.1016/j.jmmm.2011.10.033,TRUE
Sr0.7La0.3Fe11.7Co0.3O19,698.15,,,-,,"{'a': '5.88', 'b': '5.88', 'c': '23.02'}",63,4066.7,,3847.665.9,,,10.1016/j.jmmm.2015.05.007,TRUE
SrFe12O19,724.15,,,-,,"{'a': '5.88', 'b': '5.88', 'c': '23.02'}",63,3062.2,,3086.157.6,,,10.1016/j.jmmm.2015.05.007,TRUE
NiFe2O4,858.0,,,,,"{'a': '8.34', 'b': '8.34', 'c': '8.34'}",-3,406,,,,,10.1016/j.jmmm.2017.10.054,TRUE
Y3Fe5O12,560.0,,,,,"{'a': '12.376', 'b': '12.376', 'c': '12.376'}",-3,,,,,,10.1016/j.jmmm.2022.169173,TRUE
In0.8Fe0.2Sb,190.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165321,TRUE
Ga0.8Fe0.2Sb,170.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165321,TRUE
Dy0.33Fe0.67,509.0,,,,,,,22900,,1205,,,10.1016/S0304-8853(00)00723-X,TRUE
Dy0.33Fe0.67B0.15,437.0,,,,,,,,,835,,,10.1016/S0304-8853(00)00723-X,TRUE
Co3O4,,40.0,,,,{'a': '0.808 nm'},,,,,,,10.1016/j.jmmm.2020.167479,TRUE
Co1.72Ni1.28O4,,290.0,,,,,,,0.78 μB,,,,10.1016/j.jmmm.2020.167479,TRUE
Co2NiO4,,500.0,,,,{'a': '0.8129 nm'},,,0.88 μB,,,,10.1016/j.jmmm.2020.167479,TRUE
YMnO3,,70.0,-448,,,,63,,5.26 μB,,,,10.1016/j.jmmm.2011.09.002,TRUE
YMn0.95Cu0.05O3,,69.0,-380,,,,63,,4.96 μB,,,,10.1016/j.jmmm.2011.09.002,TRUE
YMn0.90Cu0.10O3,,59.0,-280,,,,63,,4.53 μB,,,,10.1016/j.jmmm.2011.09.002,TRUE
YMn0.85Cu0.15O3,,49.0,-215,,,,63,300,4.32 μB,0.11,,,10.1016/j.jmmm.2011.09.002,TRUE
MnFe0.95P0.585Si0.34B0.075,284.0,,,2-,,"{'a': '6.0426', 'c': '3.4074'}",,,"2.9 μB/Mn, 1.5 μB/Fe",,,,10.1016/j.jmmm.2021.168513,TRUE
Mn3Fe2Si3O12,,12.0,-37.2,,,{'a': '11.82239'},-3.230,,5.9 μB/ion,,,,10.1016/j.jmmm.2018.09.025,TRUE
Mn3Fe2Si3O13,,2.5,-89.7,,,,,,4.6 μB/ion,,,,10.1016/j.jmmm.2018.09.025,TRUE
La0.5Ca0.5MnO3,248.0,,,,,{'c': '3.7638 (125 nm on STO)'},,,,80125,,,10.1016/j.jmmm.2016.06.081,TRUE
La0.5Ca0.5MnO3,253.0,,,,,{'c': '3.8724 (250 nm on LAO)'},,,,,,,10.1016/j.jmmm.2016.06.081,TRUE
La0.5Ca0.5MnO3,250.0,,,,,{'c': '3.8846 (125 nm on LAO)'},,,,,,,10.1016/j.jmmm.2016.06.081,TRUE
La0.5Ca0.5MnO3,190.0,,,,,{'c': '3.8928 (50 nm on LAO)'},,,,,,,10.1016/j.jmmm.2016.06.081,TRUE
La0.5Ca0.5MnO3,170.0,,,,,,,,,,,,10.1016/j.jmmm.2016.06.081,TRUE
Ce16.28Fe_bal.B7.44Co0.22Al1.43Cu0.15Nb0.14,429.15,,,,,,,0.081,,,3.47,,10.1016/j.jmmm.2023.170743,TRUE
Ni47Mn39Fe1In13,319.0,,,21-,,,,,,,,,10.1016/j.jmmm.2018.06.055,TRUE
Ni47Mn38Fe2In13,319.0,,,21-,,,,,,,,,10.1016/j.jmmm.2018.06.055,TRUE
Fe72B20Si4Nb4,581.0,,,,,,,,1.25 μB,123.22,,,10.1016/j.jmmm.2013.02.004,TRUE
Fe64.8Ni7.2B20Si4Nb4,598.0,,,,,,,,1.14 μB,115.42,,,10.1016/j.jmmm.2013.02.004,TRUE
Fe57.6Ni14.4B20Si4Nb4,588.0,,,,,,,,1.05 μB,104.92,,,10.1016/j.jmmm.2013.02.004,TRUE
Fe50.4Ni21.6B20Si4Nb4,565.0,,,,,,,,0.95 μB,95.52,,,10.1016/j.jmmm.2013.02.004,TRUE
Fe43.2Ni28.8B20Si4Nb4,525.0,,,,,,,,0.81 μB,81.62,,,10.1016/j.jmmm.2013.02.004,TRUE
Fe36Ni36B20Si4Nb4,458.0,,,,,,,,0.71 μB,70.82,,,10.1016/j.jmmm.2013.02.004,TRUE
Nd1.2Fe10.5Mo1.5,400.0,,,12-,,,,2660,,,0.56,,10.1016/j.jmmm.2011.08.009,TRUE
La0.67Ca0.33MnO3,272.0,,,,,"{'a': '5.499', 'b': '5.546', 'c': '7.820'}",,,,,,,10.1016/j.jmmm.2017.06.075,TRUE
Y3Fe5O12,570.0,,,,,,-3,3172.5,,10701125,15064,,10.1016/j.jmmm.2017.04.098,TRUE
La2NiMnO6,280.0,,,,,"{'a': '3.88', 'b': '3.88', 'c': '3.88'}",,,4.8 μB/f.u.,,,,10.1016/j.jmmm.2017.08.080,TRUE
LaMnO3,200.0,131.0,,,,"{'a': '3.98', 'b': '3.98', 'c': '3.98'}",,,,,,,10.1016/j.jmmm.2017.08.080,TRUE
HoMn6Sn6,375.0,,,66-,,"{'a': '5.5177', 'c': '9.0011'}",6,,,,,,10.1016/j.jmmm.2006.12.029,TRUE
HoMn5.95Co0.05Sn6,370.0,,,66-,,"{'a': '5.5158', 'c': '8.9981'}",6,,,,,,10.1016/j.jmmm.2006.12.029,TRUE
HoMn5.9Co0.1Sn6,360.0,325.0,,66-,,"{'a': '5.5139', 'c': '8.9975'}",6,,,,,,10.1016/j.jmmm.2006.12.029,TRUE
HoMn5.85Co0.15Sn6,355.0,330.0,,66-,,"{'a': '5.5130', 'c': '8.9950'}",6,,,,,,10.1016/j.jmmm.2006.12.029,TRUE
HoMn5.8Co0.2Sn6,,335.0,,66-,,"{'a': '5.5122', 'c': '8.9933'}",6,,,,,,10.1016/j.jmmm.2006.12.029,TRUE
HoMn5.75Co0.25Sn6,,330.0,,66-,,"{'a': '5.5114', 'c': '8.9901'}",6,,,,,,10.1016/j.jmmm.2006.12.029,TRUE
CoS2,122.0,,,,,,,,0.85 μB/Co,,,,10.1016/j.jmmm.2022.169460,TRUE
BaFe11.9In0.1O19,710.0,,,,63,"{'a': '5.889', 'c': '23.197'}",63,,,49.8,,,10.1016/j.jmmm.2016.05.052,TRUE
BaFe11.7In0.3O19,690.0,,,,63,"{'a': '5.885', 'c': '23.175'}",63,,,,,,10.1016/j.jmmm.2016.05.052,TRUE
BaFe11.4In0.6O19,670.0,,,,63,"{'a': '5.884', 'c': '23.171'}",63,,,,,,10.1016/j.jmmm.2016.05.052,TRUE
BaFe11.1In0.9O19,650.0,,,,63,"{'a': '5.881', 'c': '23.168'}",63,,,,,,10.1016/j.jmmm.2016.05.052,TRUE
BaFe10.8In1.2O19,573.0,,,,63,"{'a': '5.870', 'c': '23.126'}",63,,,36.6,,,10.1016/j.jmmm.2016.05.052,TRUE
Zn0.99Mn0.01O,300.0,,,,,{'c': '5.2069'},,231.05970066.640850,"0.5284 μB/Mn ion (700°C), 2.5708 μB/Mn ion (850°C)",,0.1447000.406850,,10.1016/j.jmmm.2009.06.018,TRUE
La0.9Ca0.1MnO3,125.0,,,,,,,,,,,,10.1016/j.jmmm.2008.01.038,TRUE
La0.8Ca0.2MnO3,125.0,,,,,,,,,,,,10.1016/j.jmmm.2008.01.038,TRUE
CoFe2O4,793.0,,,,,,-3,1148,,,21.67,,10.1016/j.jmmm.2019.03.057,TRUE
Co78Zr16Si3B3,685.0,,,,,,,4.6,,,,,10.1016/j.jmmm.2020.166483,TRUE
Co76Zr16Cr2Si3B3,625.0,,,,,,,,,,,,10.1016/j.jmmm.2020.166483,TRUE
Co74Zr16Cr4Si3B3,600.0,,,,,,,7.7,,,,,10.1016/j.jmmm.2020.166483,TRUE
Cu0.3Zn0.7Fe2O4,272.0,,,,,,,200,,,,,10.1016/j.jmmm.2017.12.084,TRUE
Cu0.2Zn0.8Fe2O4,140.0,,,,,,,650,,,,,10.1016/j.jmmm.2017.12.084,TRUE
ZnFe2O4,,10.0,,,,,,390,,,,,10.1016/j.jmmm.2017.12.084,TRUE
La0.8Ca0.2MnO3,236.0,,,,,,,,,,,,10.1016/j.jmmm.2014.03.081,TRUE
La0.7□0.1Ca0.2MnO3,237.0,,,,,,,,,,,,10.1016/j.jmmm.2014.03.081,TRUE
La0.6□0.2Ca0.2MnO3,240.0,,,,,,,,,,,,10.1016/j.jmmm.2014.03.081,TRUE
Sm0.65Sr0.35MnO3,85.0,,100,,,"{'a': '0.54381 nm', 'b': '0.54485 nm', 'c': '0.76773 nm'}",2,0.3,3.4 μB,,10,,10.1016/j.jmmm.2006.08.033,TRUE
La0.8Nd0.2Fe78B6,539.0,,,,,"{'a': '8.80', 'c': '12.23'}",42,190,,01.08,,,10.1016/j.jmmm.2018.05.041,TRUE
La0.7Nd0.3Fe78B6,537.0,,,,,"{'a': '8.82', 'c': '12.30'}",42,562,,,0.71,,10.1016/j.jmmm.2018.05.041,TRUE
La0.6Nd0.4Fe78B6,560.0,,,,,"{'a': '8.81', 'c': '12.28'}",42,,,,,,10.1016/j.jmmm.2018.05.041,TRUE
La2Fe14B,516.0,,,,,"{'a': '0.883', 'c': '1.236'}",,,,1.1,,,10.1016/j.jmmm.2018.05.041,TRUE
Nd2Fe14B,585.0,,,,,,,,,1.61,,,10.1016/j.jmmm.2018.05.041,
Pr0.5Sr0.5MnO3,260.0,,,,,,,,,,,,10.1016/j.jmmm.2021.168059,TRUE
Pr0.5Sr0.41Ca0.09MnO3,250.0,,,,,,,,,,,,10.1016/j.jmmm.2021.168059,TRUE
CuO,,230.0,,,,"{'a': '4.690', 'b': '3.430', 'c': '5.138'}",2,,,,,,10.1016/j.jmmm.2020.167263,TRUE
La0.75Ca0.2MnO3,170.0,,,,,,,,,,,,10.1016/S0304-8853(03)00071-4,TRUE
La0.6Ca0.2MnO3,190.0,,,,,,,,,,,,10.1016/S0304-8853(03)00071-4,TRUE
Gd3Fe5O12,560.0,,,,,{'a': '12.45'},3,1.2,,,,,10.1016/j.jmmm.2012.12.031,TRUE
EuTi0.95Al0.05O3,4.5,,3.4,,,{'a': '0.3899 nm'},,,7 μB,,,,10.1016/j.jmmm.2019.165684,TRUE
EuTi0.9Al0.1O3,4.0,,2,,,{'a': '0.3892 nm'},,,6.96 μB,,,,10.1016/j.jmmm.2019.165684,TRUE
EuTi0.85Al0.15O3,4.0,,2.8,,,{'a': '0.3891 nm'},,,6.96 μB,,,,10.1016/j.jmmm.2019.165684,TRUE
EuTiO3,,5.5,,,,,,,7 μB,,,,10.1016/j.jmmm.2019.165684,FALSE
Nd13Fe81B6,588.0,,,,,"{'a': '8.7792', 'c': '12.1868'}",,1220,,,0.82,,10.1016/j.jmmm.2018.10.049,TRUE
Nd6.5La6.5Fe81B6,561.0,,,,,"{'a': '8.7925', 'c': '12.2442'}",,,,,,,10.1016/j.jmmm.2018.10.049,TRUE
CuMoO4,,,,-,,,,,,,,,10.1016/j.jmmm.2020.166881,TRUE
SmFe10Mo2,530.0,,,,12-,"{'a': '8.569', 'c': '4.792'}",4,5.5,,,42,,10.1016/j.jmmm.2014.03.030,TRUE
SmFe10.5Mo1.5,530.0,,,,6,"{'a': '4.882', 'c': '4.261'}",6,5.5,,,42,,10.1016/j.jmmm.2014.03.030,TRUE
SmFe11Mo1,530.0,,,,12-,"{'a': '8.548', 'c': '4.772'}",4,5.5,,,42,,10.1016/j.jmmm.2014.03.030,TRUE
La0.65Nd0.05Sr0.3MnO3,352.0,,,,,,,,,,,,10.1016/j.jmmm.2006.03.068,TRUE
La0.65Nd0.05Sr0.2Ba0.1MnO3,335.0,,,,,,,,,,,,10.1016/j.jmmm.2006.03.068,TRUE
La0.65Nd0.05Sr0.15Ba0.15MnO3,327.0,,,,,,,,,,,,10.1016/j.jmmm.2006.03.068,TRUE
La0.65Nd0.05Sr0.1Ba0.2MnO3,319.0,,,,,,,,,,,,10.1016/j.jmmm.2006.03.068,TRUE
La0.65Nd0.05Ba0.3MnO3,306.0,,,,,,,,,,,,10.1016/j.jmmm.2006.03.068,TRUE
Co,,,-5.2-8.5,,,,,,,14353,,,10.1016/S0304-8853(02)01408-7,TRUE
La0.7Ba0.3MnO3,350.0,,,,,,,,,,,,10.1016/S0304-8853(01)00139-1,TRUE
LuBaCo4O7,,50.0,,,,"{'a': '6.262', 'c': '10.223'}",63,,,,,,10.1016/j.jmmm.2009.03.002,TRUE
YbBaCo4O7,,74.0,,,,,63,,,,,,10.1016/j.jmmm.2009.03.002,TRUE
TmBaCo4O7,,98.0,,,,,63,,,,,,10.1016/j.jmmm.2009.03.002,TRUE
ErBaCo4O7,,98.0,,,,,63,,,,,,10.1016/j.jmmm.2009.03.002,TRUE
YbMn5.75Fe0.25Sn6,267.0,,,,66,"{'a': '5.549', 'b': '9.045', 'c': '28.781'}",,,,12.2..,,,10.1016/j.jmmm.2018.03.006,TRUE
YbMn5.5Fe0.5Sn6,270.0,97.0,,,66,"{'a': '5.539', 'b': '9.039', 'c': '28.728'}",,0.4,,12.5..,,,10.1016/j.jmmm.2018.03.006,TRUE
YbMn5.25Fe0.75Sn6,274.0,210.0,,,66,"{'a': '5.529', 'b': '9.032', 'c': '28.677'}",,1.4,,12.7..,,,10.1016/j.jmmm.2018.03.006,TRUE
YbMn5Fe1Sn6,279.0,271.0,,,66,"{'a': '5.520', 'b': '9.025', 'c': '28.624'}",,2.2,,10.9..,,,10.1016/j.jmmm.2018.03.006,TRUE
La0.67Sr0.33MnO3,369.0,,,,,,,,,18733.0,0.5,,10.1016/j.jmmm.2022.169526,TRUE
Ni0.5Co0.5Cr2O4,56.2,,73.3,,,"{'a': '8.322', 'b': '8.322', 'c': '8.322'}",3-,3.6,,,,,10.1016/j.jmmm.2019.166217,TRUE
Ni0.25Co0.75Cr2O4,76.8,,84.9,,,"{'a': '8.326', 'b': '8.326', 'c': '8.326'}",3-,2.2,,,,,10.1016/j.jmmm.2019.166217,TRUE
CoCr2O4,93.7,,95.6,,,"{'a': '8.326', 'b': '8.326', 'c': '8.326'}",3-,,,,,,10.1016/j.jmmm.2019.166217,TRUE
NiCr2O4,74.0,31.0,,31031065,,,3-41,,,,,,10.1016/j.jmmm.2019.166217,TRUE
Nd0.8Sr0.2MnO3,180.0,,,,,,,,,,,,10.1016/j.jmmm.2004.11.288,TRUE
Ce2.1Nd0.9Al,8.0,,9.72,,3-,"{'a': '7.02', 'b': '7.02', 'c': '5.44'}",63,,,,,,10.1016/j.jmmm.2020.167184,TRUE
Ce3Al,,2.5,,,3-,"{'a': '7.02', 'b': '7.02', 'c': '5.47'}",63,,,,,,10.1016/j.jmmm.2020.167184,TRUE
Mn2.06V0.95Ga0.99,768.0,,,21,-,{'a': '5.92'},,,1.84 μB/f.u.,,,,10.1016/j.jmmm.2015.07.081,TRUE
Mn1.39Co0.54V1.14Ga0.93,478.0,,,21,-,{'a': '5.87'},,,0.85 μB/f.u.,,,,10.1016/j.jmmm.2015.07.081,TRUE
Mn0.98Co0.95V1.08Ga0.99,367.0,,,21,-,{'a': '5.80'},,,0.30 μB/f.u.,,,,10.1016/j.jmmm.2015.07.081,TRUE
Nd45Co10Fe30Al10B5,555.0,,,,,,,1.631.57,,29.831.7,15.917.7,,10.1016/j.jmmm.2011.11.054,TRUE
Nd40Co15Fe30Al10B5,583.0,,,,,,,1.531.45,,33.037.0,17.219.6,,10.1016/j.jmmm.2011.11.054,TRUE
Nd35Co20Fe30Al10B5,612.0,,,,,,,1.461.37,,41.448.5,21.324.5,,10.1016/j.jmmm.2011.11.054,TRUE
Co2TiGa,243.0,,,21,,{'a': '5.87'},,,0.97 μB,,,,10.1016/j.jmmm.2016.12.102,FALSE
Co2VGa,469.0,,,21,,{'a': '5.80'},,,1.96 μB,,,,10.1016/j.jmmm.2016.12.102,FALSE
Co2CrGa,485.0,,,21,,{'a': '5.75'},,,2.99 μB,,,,10.1016/j.jmmm.2016.12.102,FALSE
Co2MnGa,662.0,,,21,,{'a': '5.75'},,,4.09 μB,,,,10.1016/j.jmmm.2016.12.102,FALSE
Co2FeGa,1317.0,,,21,,{'a': '5.75'},,,4.99 μB,,,,10.1016/j.jmmm.2016.12.102,FALSE
Fe41Ni40Zr7B12,625.15,,,,,,,,,,,,10.1016/j.jmmm.2006.02.148,TRUE
Fe21Ni60Zr7B12,450.15,,,,,,,,,,,,10.1016/j.jmmm.2006.02.148,TRUE
La0.6Ca0.4MnO3,255.0,,,,,"{'a': '5.44215', 'b': '5.44215', 'c': '13.32140'}",-3,,,0.60.43,,,10.1016/j.jmmm.2015.09.082,TRUE
La0.6Sr0.4MnO3,355.0,,,,,"{'a': '5.50255', 'b': '5.45739', 'c': '7.72742'}",,,,0.60.43,,,10.1016/j.jmmm.2015.09.082,TRUE
Y3Fe5O12,554.0,,,,,{'a': '12.249'},,95,,116,,,10.1016/j.jmmm.2018.05.003,TRUE
Y3Fe5O12,,,,,,{'a': '12.336'},,83,,154,,,10.1016/j.jmmm.2018.05.003,TRUE
Y3Fe5O12,,,,,,{'a': '12.359'},,85,,362,,,10.1016/j.jmmm.2018.05.003,TRUE
Ce17Fe77Ti1B6,423.0,,,,,"{'a': '8.729', 'c': '12.082'}",,5.45,,,4.8,,10.1016/j.jmmm.2020.166564,TRUE
Ce17Fe73Ti5B6,403.0,,,,,"{'a': '8.723', 'c': '12.075'}",,3.75,,,4.5,,10.1016/j.jmmm.2020.166564,TRUE
Sm3Sb3Zn2O14,,,-1.4,,,"{'a': '7.43117', 'b': '7.43117', 'c': '17.2897'}",-3,,0.43 μB,,,,10.1016/j.jmmm.2022.169145,TRUE
Fe0.90Cr0.10Si6B14,401.0,,,,,,,,,,,,10.1016/j.jmmm.2013.07.048,TRUE
Fe0.88Cr0.12Si6B14,345.0,,,,,,,,,,,,10.1016/j.jmmm.2013.07.048,TRUE
Fe0.86Cr0.14Si6B14,291.0,,,,,,,,,872,,,10.1016/j.jmmm.2013.07.048,TRUE
La0.825Sr0.175MnO3,290.0,,,,,,,,3.8 μB/f.u.,,,,10.1016/j.jmmm.2018.05.022,TRUE
La0.7Sr0.3MnO3,345.0,,,,,"{'a': '3.85', 'b': '3.85', 'c': '3.85'}",,,,,,,10.1016/j.jmmm.2020.167324,TRUE
La0.85Ag0.15Co0.95Mn0.05O3,11.5,,,,3,"{'a': '5.4653', 'b': '5.4653', 'c': '13.1387'}",3,1.11,,,,,10.1016/j.jmmm.2018.12.016,TRUE
La0.85Ag0.15Co0.90Mn0.10O3,21.0,,25.3,,3,"{'a': '5.4693', 'b': '5.4693', 'c': '13.1591'}",3,5.11,5.05 μB,,,,10.1016/j.jmmm.2018.12.016,TRUE
La0.85Ag0.15Co0.85Mn0.15O3,57.2,,43.3,,3,"{'a': '5.4716', 'b': '5.4716', 'c': '13.1626'}",3,11.31,5.68 μB,,,,10.1016/j.jmmm.2018.12.016,TRUE
La0.85Ag0.15Co0.80Mn0.20O3,94.5,,89.6,,3,"{'a': '5.4944', 'b': '5.4944', 'c': '13.2099'}",3,9.61,5.65 μB,,,,10.1016/j.jmmm.2018.12.016,TRUE
La0.85Ag0.15Co0.70Mn0.30O3,149.5,,192.5,,3,"{'a': '5.5086', 'b': '5.5086', 'c': '13.2551'}",3,9.31,3.94 μB,,,,10.1016/j.jmmm.2018.12.016,TRUE
La0.85Ag0.15Co0.60Mn0.40O3,211.0,,211.4,,,"{'a': '5.4858', 'b': '5.5231', 'c': '7.7704'}",,8.81,4.66 μB,,,,10.1016/j.jmmm.2018.12.016,TRUE
La0.5Sr0.5CoO3,235.0,,,,,,,,,,,,10.1016/j.jmmm.2018.12.016,FALSE
Ni0.93Co0.02Mn0.05Fe1.95O4,783.15,,,,,,,42,,45.6,,,10.1016/j.jmmm.2009.07.029,TRUE
Bi0.95Nd0.05FeO3,,619.15,,,,"{'a': '5.5023', 'c': '13.7338'}",,,,,,,10.1016/j.jmmm.2008.05.005,TRUE
Bi0.9Nd0.1FeO3,,604.15,,,,"{'a': '5.5434', 'c': '11.8172'}",,,,,,,10.1016/j.jmmm.2008.05.005,TRUE
Bi0.85Nd0.15FeO3,,633.15,,,,"{'a': '3.9354', 'c': '8.3733'}",,,,,,,10.1016/j.jmmm.2008.05.005,TRUE
BaFe12O19,713.15,,,,,{'a': '0.5893 nm'},,,,,2451--1692-,,10.1016/j.jmmm.2016.04.010,TRUE
La0.75Ca0.20Sr0.05MnO3,264.0,,,,,,,,,,,,10.1016/j.jmmm.2004.06.008,TRUE
La0.72Ca0.20Sr0.08MnO3,300.0,,,,,,,,,,,,10.1016/j.jmmm.2004.06.008,TRUE
La0.70Ca0.20Sr0.10MnO3,310.0,,,,,,,,,,,,10.1016/j.jmmm.2004.06.008,TRUE
La0.80Ca0.20MnO3,230.0,,,,,,,,,,,,10.1016/j.jmmm.2004.06.008,
La0.67Ca0.33MnO3,257.0,,,,,,,,,,,,10.1016/j.jmmm.2004.06.008,
La0.60Ca0.40MnO3,260.0,,,,,,,,,,,,10.1016/j.jmmm.2004.06.008,
Y3Fe5O12,842.15,,,,,{'a': '12.404'},,30.1,,23.23,4.52,,10.1016/j.jmmm.2018.12.090,TRUE
Ce17Fe78B6,424.5,,,,,,,352,,0.82,,,10.1016/j.jmmm.2017.08.068,TRUE
Ce17Fe77.5B6Hf0.5,420.0,,,,,,,,,0.69,,,10.1016/j.jmmm.2017.08.068,TRUE
Ce17Fe77B6Hf1.0,409.1,,,,,,,420,,0.67,,,10.1016/j.jmmm.2017.08.068,TRUE
Ce17Fe77.5B6Zr0.5,420.5,,,,,,,430,,,,,10.1016/j.jmmm.2017.08.068,FALSE
Fe3C,483.0,,,,,,,,,,,,10.1016/j.jmmm.2005.03.083,FALSE
SrFe12O19,743.15,,,,,,,29375607,,64.7284.15,,,10.1016/j.jmmm.2007.06.009,TRUE
Tb2Ti2O7,,,-14.75,,,{'a': '10.154713'},-3,,9.29 μB,,,,10.1016/j.jmmm.2019.165512,TRUE
Tb1.5Eu0.5Ti2O7,,,-19.8,,,{'a': '10.162961'},-3,,8.66 μB,,,,10.1016/j.jmmm.2019.165512,TRUE
Tb1.0Eu1.0Ti2O7,,,-24.12,,,{'a': '10.175296'},-3,,7.313 μB,,,,10.1016/j.jmmm.2019.165512,TRUE
Tb0.2Eu1.8Ti2O7,,,-0.811,,,{'a': '10.191189'},-3,,5.25 μB,,,,10.1016/j.jmmm.2019.165512,TRUE
Tb0.1Eu1.9Ti2O7,,,-0.85,,,{'a': '10.19969'},-3,,4.704 μB,,,,10.1016/j.jmmm.2019.165512,TRUE
Eu2Ti2O7,,,-1.35,,,{'a': '10.20912'},-3,,0.679 μB,,,,10.1016/j.jmmm.2019.165512,TRUE
La0.7Sr0.3MnO3,369.0,,,,3,"{'a': '5.50211', 'c': '13.34104'}",3,,,,,,10.1016/j.jmmm.2008.02.106,TRUE
La0.7Sr0.3Mn0.9Ti0.1O3,266.0,140.0,312,,3,"{'a': '5.4916', 'c': '13.2900'}",3,,3.2340 μB,,,,10.1016/j.jmmm.2008.02.106,TRUE
La0.7Sr0.3Mn0.8Ti0.2O3,172.0,90.0,282,,3,"{'a': '5.4974', 'c': '13.3913'}",3,,2.3536 μB,,,,10.1016/j.jmmm.2008.02.106,TRUE
La0.7Sr0.3Mn0.7Ti0.3O3,142.0,30.0,245,,3,"{'a': '5.5108', 'c': '13.4320'}",3,,1.2444 μB,,,,10.1016/j.jmmm.2008.02.106,TRUE
LaMnO3,,139.5,,,,,,,,,,,10.1016/j.jmmm.2018.06.070,FALSE
La0.67Sr0.33MnO3,283.0,,,,,,,431,,,,,10.1016/j.jmmm.2022.169077,TRUE
La0.67Sr0.33MnO3,228.0,,,,,,,817,,,,,10.1016/j.jmmm.2022.169077,TRUE
La0.67Sr0.33MnO3,123.0,,,,,,,1346,,,,,10.1016/j.jmmm.2022.169077,TRUE
MnCoGe,345.0,,,-,,,,,,,,,10.1016/j.jmmm.2021.168639,TRUE
Tb2In,158.0,,,,2-,,63,,,,,,10.1016/j.jmmm.2023.170409,TRUE
Tb2In0.7Al0.3,113.0,,,,2-,,63,,,,,,10.1016/j.jmmm.2023.170409,TRUE
Tb2In0.6Al0.4,83.0,,,,2-,,,,,,,,10.1016/j.jmmm.2023.170409,TRUE
La0.3Eu0.2Ca0.3Sr0.2MnO3,75.0,,,,,,,,,,,,10.1016/j.jmmm.2003.12.1217,TRUE
La0.4Tb0.1Ca0.3Sr0.2MnO3,140.0,,,,,,,,,,,,10.1016/j.jmmm.2003.12.1217,TRUE
La0.25Nd0.25Ca0.25Sr0.25MnO3,210.0,,,,,,,,,,,,10.1016/j.jmmm.2003.12.1217,TRUE
Mn0.99V0.01CoGe,318.0,,,2--,,,63,,,,,,10.1016/j.jmmm.2013.07.066,TRUE
MnNiGe,,346.0,,2--,,,63,,,,,,10.1016/j.jmmm.2013.07.066,FALSE
MnCoGe,345.0,,,2--,,,63,,,,,,10.1016/j.jmmm.2013.07.066,FALSE
Gd,294.0,,,,,,,,,,,,10.1016/j.jmmm.2012.08.044,FALSE
CuO,,111.625,,,,,,40855025930050,,0.00225100.0067550,,,10.1016/j.jmmm.2004.01.074,TRUE
NiFe2O4,855.0,,,,,{'a': '0.833 - 0.845 nm'},,170,,50,,,10.1016/j.jmmm.2013.04.064,TRUE
Nd9Fe85B6,586.15,,,,,,,4266.5,,133.5,0.70,,10.1016/S0304-8853(02)00485-7,TRUE
Nd9Fe84MnB6,576.15,,,,,,,5002.5,,133.9,0.72,,10.1016/S0304-8853(02)00485-7,TRUE
Nd2Fe14B,581.15,,,,,,,,,,,,10.1016/S0304-8853(02)00485-7,TRUE
Ni0.20Cu0.20Zn0.60Fe2O4,385.15,,,,,,,,,,,,10.1016/j.jmmm.2011.08.040,TRUE
Ni0.20Cu0.20Zn0.62Fe1.98O3.99,385.15,,,,,,,,,,,,10.1016/j.jmmm.2011.08.040,TRUE
Ni0.20Cu0.20Zn0.66Fe1.94O3.97,343.15,,,,,,,,,,,,10.1016/j.jmmm.2011.08.040,TRUE
GaCMn3,250.0,,,,,,3,,,,,,10.1016/j.jmmm.2011.02.046,TRUE
